Date,Opportunity Name,Account Name,City,State,LEED Certification Target,Building Type - Concatenated,Building Type - Primary,Building Type - Secondary,Brief Description,LEED Certification Level,Industry / Sector - Concatenated,Industry / Sector - Primary,Industry / Sector - Secondary,Service Category (New),Region Where Located - Primary,Region Where Located - Secondary
201-08-11 09:33:00,HUD Technical Assistance,Terracorp,Salinas,CA,N/A,Multifamily Residential,Multifamily Residential,,"As a HUD Technical Services Provider, Brightworks completed a site visit and engineering calculations to help Terracorp target investments in energy efficiency, renewable energy, facility upgrades, and site improvements.",N/A,"Real Estate Management, Operations & Maintenance","Real Estate Management, Operations & Maintenance",,"Other Green Building; Energy, Waste, & Water",US - Pacific Northwest,
201-08-11 09:33:00,HUD Technical Services,Hacienda CDC,Portland,OR,N/A,Multifamily Residential,Multifamily Residential,,"As a HUD Technical Assistance Provider, Brightworks assisted the Hacienda Community Development Corporation in investigating rainwater capture and re-use potential for a new development and set up another development in ENERGY STAR Portfolio Manager.",N/A,Real Estate Development,Real Estate Development,,"Other Green Building; Energy, Waste, & Water",US - Pacific Northwest,
201-08-11 09:33:00,Stadium Tech Center,Orchard Partners,Santa Clara,CA,N/A,Offices,Offices,,"An upgraded skin, glazing, and MEP systems will help Stadium Tech Center near the San Francisco 49ers' new Levi's Stadium achieve LEED for Core & Shell certification and comply with City of Santa Clara green building requirements.",N/A,Real Estate Development,Real Estate Development,,LEED Services,US - Northern California,
201-08-11 09:33:00,Lewis Hall Student Services Building,Skagit Valley College,Mt. Vernon,WA,LEED Silver,Higher Education,Higher Education,,"An environmentally sensitive design, including photovoltaic and rainwater capture systems, makes this center for ESL, advising, counseling, tutoring, and retention programs an inspiring community amenity, as well as a critical academic tool.",Not yet certified,Higher Education,Higher Education,,LEED Services,US - Pacific Northwest,
201-08-11 09:33:00,Canyon Power Plant,City of Anaheim,Anaheim,CA,LEED Silver,Infrastructure,Infrastructure,,Anaheim's first 200-megawatt natural gas power plant can produce electricity locally and less expensively for more than half of Anaheim's population. Solar panels and water reuse helped the facility achieve LEED Silver certification.,LEED Silver,Infrastructure & Utilities,Infrastructure & Utilities,,LEED Services; Planning & Infrastructure,US - Southern California,
201-08-11 09:33:00,2035 Campus Master Plan,Olive-View UCLA Medical Center,Sylmar,CA,N/A,Planning|Healthcare,Planning,Healthcare,"An affiliate of the UCLA School of Medicine, the Olive View-UCLA Medical Center is slated to grow, with a new hospital, ambulatory care facility, and medical office building, for which Brightworks is defining a transformative sustainability program.",N/A,Healthcare & Social Services|Government|Higher Education,Healthcare & Social Services,Higher Education,"LEED Services; Energy, Waste, & Water; Planning & Infrastructure",US - Southern California,
201-08-11 09:33:00,Consolidated Rent-A-Car (ConRAC) Facility,Los Angeles International Airport (LAX),Los Angeles,CA,LEED Silver,Transportation & Parking,Transportation & Parking,,"Among the five largest airports in the world, Los Angeles International Airport's new Consolidated Rent-A-Car Facility engaged a broad set of stakeholders to meet Los Angeles World Airports (LAWA) sustainability standards.",Not yet certified,Aviation|Transportation,Aviation,Transportation,LEED Services,US - Southern California,
201-08-11 09:33:00,New City Hall,City of Olympia,Olympia,WA,LEED Silver,Government|Offices,Government,Offices,"Among other sustainability measures, strategic glazing, shading devices, and low cubicle walls optimize daylight and thermal comfort in this new city hall for Washington state's capital city, housing city council and the legal and planning departments.",LEED Gold,Government,Government,,LEED Services,US - Pacific Northwest,
201-08-11 09:33:00,Portland Office Tenant Improvement,Gerding Edlen Development,Portland,OR,LEED Gold,Headquarters|Interiors|Offices,Headquarters,Offices,"A LEED Gold office befits a development company called ""the most sustainable"" in the country by USA Today. This sustainability program included public transportation incentives, water efficient fixtures, and healthy and sustainable indoor materials.",LEED Gold,Professional Services,Professional Services,,"LEED Services; Energy, Waste, & Water",US - Pacific Northwest,
201-08-11 09:33:00,Mental Health and Wellness Center LEED Contractor Support,Navos Mental Health Solutions,Burien,WA,LEED Gold,Healthcare,Healthcare,,"A leader in the integration of primary care and mental health services, Navos will use this new, healthy and sustainable facility to help South King County's low-income residents thrive.",Not yet certified,Healthcare & Social Services|Construction,Healthcare & Social Services,Construction,LEED Services,US - Pacific Northwest,
201-08-11 09:33:00,Office Redevelopment,Fortinet,Sunnyvale,CA,N/A,Offices,Offices,,"Aiming for LEED equivalency and CALGreen compliance, this one-story, 162,000-square-foot existing office and warehouse is being converted into the new headquarters for Fortinet, a market leader in network security appliances and unified threat management.",N/A,Technology,Technology,,LEED Services; Reporting & Regulatory Compliance,US - Northern California,
201-08-11 09:33:00,Zumiez Corporate Warehouse,Panattoni Development,Corona,CA,LEED Certified,Industrial|Offices,Industrial,Offices,"A high-performance design, a LEED Silver certification, high visibility from surroundings, and a premier location motivated action sports retailer Zumiez to purchase this facility for use as its U.S. distribution center, serving its 377 retail stores.",LEED Silver,Warehousing & Distribution,Warehousing & Distribution,,LEED Services,US - Southern California,
201-08-11 09:33:00,New 49ers Stadium,San Francisco 49ers,Santa Clara,CA,LEED Gold,Sports & Recreation|Hospitality,Sports & Recreation,Hospitality,"A green roof and PV array, excellent alternative transportation access, recycled materials, water conservation measures, and sophisticated building controls will help this new pro football stadium reach its LEED Gold certification target.",Not yet certified,"Sports, Recreation & Fitness","Sports, Recreation & Fitness",,LEED Services,US - Northern California,
201-08-11 09:33:00,425 Market Street,Cushman & Wakefield,San Francisco,CA,LEED Gold,Offices,Offices,,"After successfully managing the Gold certification of downtown San Francisco's 425 Market Street tower (housing Cushman & Wakefield's Northern California headquarters), Brightworks is now managing the building's 5-year LEED EB:O&M recertification.",Not yet certified,"Real Estate Management, Operations & Maintenance","Real Estate Management, Operations & Maintenance",,LEED Services,US - Northern California,
201-08-11 09:33:00,Engemann Student Health Center,University of Southern California (USC),Los Angeles,CA,N/A,Higher Education|Healthcare,Higher Education,Healthcare,"After successfully delivering its new student health center under budget, USC asked Brightworks to assess the feasibility of retro-certifying the building under LEED for New Construction. The study demonstrated a feasible path to certification.",N/A,Higher Education,Higher Education,,LEED Services,US - Southern California,
201-08-11 09:33:00,300 California Street,Kennedy Wilson,San Francisco,CA,LEED Silver,Offices,Offices,,"After receiving a stylish renovation to attract high-technology tenants, this 120,000-square-foot office building is now pursuing certification under LEED's Existing Buildings: Operations & Maintenance program.",Not yet certified,"Real Estate Management, Operations & Maintenance","Real Estate Management, Operations & Maintenance",,LEED Services,US - Northern California,
201-08-11 09:33:00,Lovejoy Office Building,Opsis Architecture,Portland,OR,LEED Gold,Offices,Offices,,"After receiving a major renovation, this historic, 20,000-square-foot building in Northwest Portland is home to Opsis Architects. It features extensive daylighting, natural ventilation, automatic exterior sun-shades, and radiant heat and cooling.",LEED Gold,Professional Services,Professional Services,,LEED Services,US - Pacific Northwest,
201-08-11 09:33:00,Greenhouse Gas Emissions Reduction Plan,U.S. Department of Energy Hanford Nuclear Site,Richland,WA,N/A,Government|Transportation & Parking,Government,Transportation & Parking,"After quantifying the Hanford Nuclear Site's Scope 3 mobile source greenhouse gas emissions, Brightworks then investigated strategies for converting eligible employees to an alternative work week, with an associated reduction in carbon emissions.",N/A,Government|Transportation,Government,Transportation,"Energy, Waste, & Water; Corporate Sustainability Programs; Reporting & Regulatory Compliance",US - Pacific Northwest,
201-08-11 09:33:00,Joseph Gale Elementary School Solar Incentives Services,Forest Grove School District,Forest Grove,OR,N/A,K-12 Education,K-12 Education,,"After managing the successful LEED Gold certification of Joseph Gale Elementary School, Brightworks managed the district's applications for $109,000 in incentives for a 41-kilowatt rooftop photovoltaic array.",N/A,K-12 Education,K-12 Education,,"Energy, Waste, & Water",US - Pacific Northwest,
201-08-11 09:33:00,Center for Health and Healing,Oregon Health & Science University (OHSU),Portland,OR,LEED Platinum,Healthcare|Offices,Healthcare,Offices,"After managing the LEED Platinum certification process for this major high-rise medical office building, Brightworks partnered with the university and the CB Richard Ellis property management team to successfully implement a Platinum LEED EB:O&M program.",LEED Platinum,Healthcare & Social Services,Healthcare & Social Services,,LEED Services; Advanced Green Buildings,US - Pacific Northwest,
201-08-11 09:33:00,Corporate Headquarters Energy Star Certification,Visa,Foster City,CA,N/A,Offices|Headquarters,Offices,Headquarters,"After helping Visa achieve LEED EB:O&M certification of its corporate headquarters, Brightworks also helped the Visa headquarters achieve certification under the U.S. Environmental Protection Agency's Energy Star program.",N/A,Banking & Financial Services,Banking & Financial Services,,"Other Green Building; Energy, Waste, & Water",US - Northern California,
